Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Morlier, A., Cros, S., Garandet, J.-P., Alberola, N.","55388366000; 24474018900; 54945881200; 7003557909","Gas barrier properties of solution processed composite multilayer structures for organic solar cells encapsulation",2013,"Solar Energy Materials and Solar Cells",115,"",,93,99,,45,10.1016/j.solmat.2013.03.033,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876713051&partnerID=40&md5=f27cbcb65183837e9354b0fd701f2aba",Article,Final,,Scopus,2-s2.0-84876713051
"Carlson, R., Wurtz, F.","36806888500; 6602550616","The concepts of sizing and optimization model: Applied to the optimal design of a Permanent Magnet Generator",2013,"International Aegean Conference on Electrical Machines and Power Electronics, ACEMP 2011 and Electromotion 2011 Joint Conference",,"", 6490676,651,656,,,10.1109/ACEMP.2011.6490676,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876490990&partnerID=40&md5=86f1af3c20499578912002303f91843e",Conference Paper,Final,,Scopus,2-s2.0-84876490990
"Duran-Matute, M., Flór, J.-B., Godeferd, F.S., Jause-Labert, C.","35408810400; 6604039951; 6603267878; 54929870500","Turbulence and columnar vortex formation through inertial-wave focusing",2013,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",87,"4", 041001,,,,10,10.1103/PhysRevE.87.041001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876895724&partnerID=40&md5=89b996bd8fb76b847da35bb1f5e415a6",Article,Final,,Scopus,2-s2.0-84876895724
"Chung, T.-T., Hung, C.-P., Tseng, C.-L., Lin, C.-T., Baldeck, P.L.","7401571072; 55644158500; 24304301300; 55200017800; 7003447960","Measurement verification of line smoothness and surface roughness of micro products fabricated by two-photon polymerization",2013,"Proceedings of SPIE - The International Society for Optical Engineering",8759,"", 87595A,,,,,10.1117/12.2018227,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875961258&partnerID=40&md5=f9af7ced0d4c48d35268c652f7701e7b",Conference Paper,Final,,Scopus,2-s2.0-84875961258
"Matthews, L.D., Le Bertre, T., Gérard, E., Johnson, M.C.","26428329200; 6603759543; 7006186915; 57199171671","A H i imaging survey of asymptotic giant branch stars",2013,"Astronomical Journal",145,"4", 97,,,,9,10.1088/0004-6256/145/4/97,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875345297&partnerID=40&md5=369e3446fb96395e41cc244460280865",Article,Final,Open Access,Scopus,2-s2.0-84875345297
"Boussena, S., Locatelli, C.","6507131351; 7005429428","Energy institutional and organisational changes in EU and Russia: Revisiting gas relations",2013,"Energy Policy",55,"",,180,189,,38,10.1016/j.enpol.2012.11.052,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84873189343&partnerID=40&md5=662fb3ccce9e701cd31865e848e63868",Article,Final,,Scopus,2-s2.0-84873189343
"Guiraud, O., Dumont, P.J.J., Orgéas, L.","36192872500; 16318658900; 6603004717","How to prepare SMC and BMC-like compounds to perform relevant rheological experiments?",2013,"Applied Composite Materials",20,"2",,157,169,,3,10.1007/s10443-012-9261-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880663856&partnerID=40&md5=6afbd5a06f5a0135d7fa20a8638d129f",Article,Final,,Scopus,2-s2.0-84880663856
"Yerra, S.K., Martin, G., Véron, M., Bréchet, Y., Mithieux, J.D., Delannay, L., Pardoen, T.","22837405400; 7404679473; 7103095539; 12796880800; 55942535500; 6602782374; 7004068280","Ductile fracture initiated by interface nucleation in two-phase elastoplastic systems",2013,"Engineering Fracture Mechanics",102,"",,77,100,,19,10.1016/j.engfracmech.2013.02.028,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875400700&partnerID=40&md5=ad46eb365ec80707e987db62743c3766",Article,Final,,Scopus,2-s2.0-84875400700
"Hadda, N., Nicot, F., Bourrier, F., Sibille, L., Radjai, F., Darve, F.","36739076700; 55393501700; 24398482800; 16317232800; 6602756776; 57204346136","Micromechanical analysis of second order work in granular media",2013,"Granular Matter",15,"2",,221,235,,19,10.1007/s10035-013-0402-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880718415&partnerID=40&md5=c48353257dc8edb45cffc84e13fc143f",Article,Final,,Scopus,2-s2.0-84880718415
"Slosar, A., Iršič, V., Kirkby, D., Bailey, S., Nicolás G. Busca, Delubac, T., Rich, J., Aubourg, E., Bautista, J.E., Bhardwaj, V., Blomqvist, M., Bolton, A.S., Bovy, J., Brownstein, J., Carithers, B., Croft, R.A.C., Dawson, K.S., Font-Ribera, A., Goff, J.-M.L., Ho, S., Honscheid, K., Lee, K.-G., Margala, D., McDonald, P., Medolin, B., Miralda-Escudé, J., Myers, A.D., Nichol, R.C., Noterdaeme, P., Palanque-Delabrouille, N., Pâris, I., Petitjean, P., Pieri, M.M., Piškur, Y., Roe, N.A., Ross, N.P., Rossi, G., Schlegel, D.J., Schneider, D.P., Suzuki, N., Sheldon, E.S., Seljak, U., Viel, M., Weinberg, D.H., Yèche, C.","6602975545; 44461433000; 35227512300; 55798374900; 55734516700; 37121872100; 8896450400; 7003836957; 55501769000; 55440063600; 24467329400; 7004406009; 25640885400; 12142900900; 14629835600; 35299209400; 14824427000; 27267690300; 13612210200; 36615345000; 34768542300; 8705595000; 37118995700; 56377607300; 52364113500; 7006497694; 35503787800; 7006833728; 14627561200; 6701806568; 36646445200; 57203254757; 16177999300; 52364598400; 34572783400; 14819970200; 35079263400; 35352423900; 7402111896; 7404604065; 7004644001; 35351792100; 7003963996; 35254391900; 35228207600","Measurement of baryon acoustic oscillations in the Lyman-α forest fluctuations in BOSS data release 9",2013,"Journal of Cosmology and Astroparticle Physics",2013,"4", 026,,,,127,10.1088/1475-7516/2013/04/026,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877941163&partnerID=40&md5=3b586bb6d531fd5af8c569ca9eed7177",Article,Final,,Scopus,2-s2.0-84877941163
"Abreu, P., Aglietta, M., Ahlers, M., Ahn, E.J., Albuquerque, I.F.M., Allekotte, I., Allen, J., Allison, P., Almela, A., Alvarez Castillo, J., Alvarez-Muñiz, J., Batista, A.R., Ambrosio, M., Aminaei, A., Anchordoqui, L., Andringa, S., Antičić, T., Aramo, C., Arqueros, F., Asorey, H., Assis, P., Aublin, J., Ave, M., Avenier, M., Avila, G., Badescu, A.M., Barber, K.B., Barbosa, A.F., Bardenet, R., Baughman, B., Bäuml, J., Baus, C., Beatty, J.J., Becker, K.H., Bellétoile, A., Bellido, J.A., Berat, C., Bertou, X., Biermann, P.L., Billoir, P., Blanco, F., Blanco, M., Bleve, C., Blümer, H., Boháčová, M., Boncioli, D., Bonifazi, C., Bonino, R., Borodai, N., Brack, J., Brancus, I., Brogueira, P., Brown, W.C., Buchholz, P., Bueno, A., Buroker, L., Burton, R.E., Buscemi, M., Caballero-Mora, K.S., Caccianiga, B., Caccianiga, L., Caramete, L., Caruso, R., Castellina, A., Cataldi, G., Cazon, L., Cester, R., Cheng, S.H., Chiavassa, A., Chinellato, J.A., Chudoba, J., Cilmo, M., Clay, R.W., Cocciolo, G., Coco, M., Colalillo, R., Collica, L., Coluccia, M.R., Conceição, R., Contreras, F., Cook, H., Cooper, M.J., Coutu, S., Covault, C.E., Criss, A., Cronin, J., Curutiu, A., Dallier, R., Daniel, B., Dasso, S., Daumiller, K., Dawson, B.R., De Almeida, R.M., De Domenico, M., De Jong, S.J., De La Vega, G., De Mello Junior, W.J.M., De Mello Neto, J.R.T., De Mitri, I., De Souza, V., De Vries, K.D., Del Peral, L., Deligny, O., Dembinski, H., Dhital, N., Di Giulio, C., Diaz, J.C., Díaz Castro, M.L., Diep, P.N., Diogo, F., Docters, W., D'Olivo, J.C., Dong, P.N., Dorofeev, A., Dos Anjos, J.C., Dova, M.T., D'Urso, D., Ebr, J., Engel, R., Erdmann, M., Escobar, C.O., Espadanal, J., Etchegoyen, A., Falcke, H., Fang, K., Farrar, G., Fauth, A.C., Fazzini, N., Ferguson, A.P., Fick, B., Figueira, J.M., Filevich, A., Filipčič, A., Fliescher, S., Fox, B.D., Fracchiolla, C.E., Fraenkel, E.D., Fratu, O., Fröhlich, U., Fuchs, B., Gaior, R., Gamarra, R.F., Gambetta, S., García, B., Garcia Roca, S.T., Garcia-Gamez, D., Garcia-Pinto, D., Garilli, G., Gascon Bravo, A., Gemmeke, H., Ghia, P.L., Giller, M., Gitto, J., Glaser, C., Glass, H., Golup, G., Gomez Albarracin, F., Gómez Berisso, M., Gómez Vitale, P.F., Gonçalves, P., Gonzalez, J.G., Gookin, B., Gorgi, A., Gorham, P., Gouffon, P., Grebe, S., Griffith, N., Grillo, A.F., Grubb, T.D., Guardincerri, Y., Guarino, F., Guedes, G.P., Hansen, P., Harari, D., Harrison, T.A., Harton, J.L., Haungs, A., Hebbeker, T., Heck, D., Herve, A.E., Hill, G.C., Hojvat, C., Hollon, N., Holmes, V.C., Homola, P., Hörandel, J.R., Horvath, P., Hrabovský, M., Huber, D., Huege, T., Insolia, A., Jansen, S., Jarne, C., Jiraskova, S., Josebachuili, M., Kadija, K., Kampert, K.H., Karhan, P., Kasper, P., Katkov, I., Kégl, B., Keilhauer, B., Keivani, A., Kelley, J.L., Kemp, E., Kieckhafer, R.M., Klages, H.O., Kleifges, M., Kleinfeller, J., Knapp, J., Krause, R., Krohm, N., Krömer, O., Kruppke-Hansen, D., Kuempel, D., Kulbartz, J.K., Kunka, N., La Rosa, G., Latronico, L., Lauer, R., Lauscher, M., Lautridou, P., Le Coz, S., Leão, M.S.A.B., Lebrun, D., Lebrun, P., Leigui De Oliveira, M.A., Letessier-Selvon, A., Lhenry-Yvon, I., Link, K., López, R., Lopez Agüera, A., Louedec, K., Lozano Bahilo, J., Lu, L., Lucero, A., Ludwig, M., Lyberis, H., Maccarone, M.C., Macolino, C., Malacari, M., Maldera, S., Maller, J., Mandat, D., Mantsch, P., Mariazzi, A.G., Marin, J., Marin, V., Mariş, I.C., Marquez Falcon, H.R., Marsella, G., Martello, D., Martin, L., Martinez, H., Martínez Bravo, O., Martraire, D., Masías Meza, J.J., Mathes, H.J., Matthews, J., Matthews, J.A.J., Matthiae, G., Maurel, D., Maurizio, D., Mayotte, E., Mazur, P.O., Medina-Tanco, G., Melissas, M., Melo, D., Menichetti, E., Menshikov, A., Messina, S., Meyhandan, R., Mićanović, S., Micheletti, M.I., Middendorf, L., Minaya, I.A., Miramonti, L., Mitrica, B., Molina-Bueno, L., Mollerach, S., Monasor, M., Monnier Ragaigne, D., Montanet, F., Morales, B., Morello, C., Moreno, J.C., Mostafá, M., Moura, C.A., Muller, M.A., Müller, G., Münchmeyer, M., Mussa, R., Navarra, G., Navarro, J.L., Navas, S., Necesal, P., Nellen, L., Nelles, A., Neuser, J., Nhung, P.T., Niechciol, M., Niemietz, L., Nierstenhoefer, N., Niggemann, T., Nitz, D., Nosek, D., Nožka, L., Oehlschläger, J., Olinto, A., Oliveira, M., Ortiz, M., Pacheco, N., Pakk Selmi-Dei, D., Palatka, M., Pallotta, J., Palmieri, N., Parente, G., Parra, A., Pastor, S., Paul, T., Pech, M., Pȩkala, J., Pelayo, R., Pepe, I.M., Perrone, L., Pesce, R., Petermann, E., Petrera, S., Petrolini, A., Petrov, Y., Pfendner, C., Piegaia, R., Pierog, T., Pieroni, P., Pimenta, M., Pirronello, V., Platino, M., Plum, M., Ponce, V.H., Pontz, M., Porcelli, A., Privitera, P., Prouza, M., Quel, E.J., Querchfeld, S., Rautenberg, J., Ravel, O., Ravignani, D., Revenu, B., Ridky, J., Riggi, S., Risse, M., Ristori, P., Rivera, H., Rizi, V., Roberts, J., Roberts, M.D., Rodrigues De Carvalho, W., Rodriguez Cabo, I., Rodriguez Fernandez, G., Rodriguez Martino, J., Rodriguez Rojo, J., Rodríguez-Frías, M.D., Ros, G., Rosado, J., Rossler, T., Roth, M., Rouillé-D'Orfeuil, B., Roulet, E., Rovero, A.C., Rühle, C., Saffi, S.J., Saftoiu, A., Salamida, F., Salazar, H., Salesa Greus, F., Salina, G., Sánchez, F., Santo, C.E., Santos, E., Santos, E.M., Sarazin, F., Sarkar, B., Sato, R., Scharf, N., Scherini, V., Schieler, H., Schiffer, P., Schmidt, A., Scholten, O., Schoorlemmer, H., Schovancova, J., Schovánek, P., Schröder, F.G., Schulz, J., Schuster, D., Sciutto, S.J., Scuderi, M., Segreto, A., Settimo, M., Shadkam, A., Shellard, R.C., Sidelnik, I., Sigl, G., Sima, O., Smialkowski, A., Šmída, R., Snow, G.R., Sommers, P., Sorokin, J., Spinka, H., Squartini, R., Srivastava, Y.N., Stanič, S., Stapleton, J., Stasielak, J., Stephan, M., Straub, M., Stutz, A., Suarez, F., Suomijärvi, T., Supanitsky, A.D., Šuša, T., Sutherland, M.S., Swain, J., Szadkowski, Z., Szuba, M., Tapia, A., Tartare, M., Taşčau, O., Tcaciuc, R., Thao, N.T., Thomas, D., Tiffenberg, J., Timmermans, C., Tkaczyk, W., Todero Peixoto, C.J., Toma, G., Tomankova, L., Tomé, B., Tonachini, A., Torralba Elipe, G., Torres Machado, D., Travnicek, P., Tridapalli, D.B., Trovato, E., Tueros, M., Ulrich, R., Unger, M., Urban, M., Valdés Galicia, J.F., Valiño, I., Valore, L., Van Aar, G., Van Den Berg, A.M., Van Velzen, S., Van Vliet, A., Varela, E., Vargas Cárdenas, B., Varner, G., Vázquez, J.R., Vázquez, R.A., Veberič, D., Verzi, V., Vicha, J., Videla, M., Villaseñor, L., Wahlberg, H., Wahrlich, P., Wainberg, O., Walz, D., Watson, A.A., Weber, M., Weidenhaupt, K., Weindl, A., Werner, F., Westerhoff, S., Whelan, B.J., Widom, A., Wieczorek, G., Wiencke, L., Wilczyńska, B., Wilczyński, H., Will, M., Williams, C., Winchen, T., Wundheiler, B., Yamamoto, T., Yapici, T., Younk, P., Yuan, G., Yushkov, A., Zamorano Garcia, B., Zas, E., Zavrtanik, D., Zavrtanik, M., Zaw, I., Zepeda, A., Zhou, J., Zhu, Y., Zimbres Silva, M., Ziolkowski, M.","26643621700; 22978529500; 55788383400; 7006992919; 6603773718; 24170875500; 54791870200; 14321228900; 52363227400; 35186022000; 6701597328; 57202566017; 7004900038; 36570087600; 7004632153; 57202571282; 6602126649; 6701347443; 6603751329; 35276880300; 22978119900; 35277039600; 35277066700; 6602502036; 16020655300; 25722941400; 26537040900; 35277289800; 36469687500; 15126727800; 42461078000; 55445330200; 7103289198; 7401802922; 9433671800; 35276928900; 34970800800; 35277003400; 7004339578; 11040287400; 56462186300; 57205935495; 35277257000; 7006284555; 14522022100; 24337506600; 35277132700; 56889302600; 34970753200; 7004016540; 7004861245; 56268002200; 7404195648; 7005228958; 7102937391; 35178975900; 24170657800; 55228396100; 35277083500; 7004085593; 55616984100; 23488127100; 7102906925; 7003798131; 57202570948; 55936384300; 6701779618; 56451305000; 56121966900; 35186067500; 24536744000; 51863143800; 57203057006; 36022198700; 56136257700; 55616153200; 55253765000; 7003605609; 22979138900; 22978948700; 35328921700; 7404411738; 8083559400; 35185972900; 24170726700; 7103340785; 23488666700; 9434909000; 7102039848; 8412000000; 6701713770; 7103387151; 35277322200; 26537490500; 55439799100; 22978920800; 23569255200; 35113008700; 7004734097; 22933903900; 34970841300; 55933183100; 35277029100; 35277064500; 42461256300; 35277253300; 57198718524; 35519347300; 24170690100; 54935236500; 42461182700; 55989657200; 55444905700; 35276869100; 54962576600; 35276889300; 55493316300; 35434906100; 10538834500; 35388173900; 7005999070; 54419944400; 56211966700; 7006807059; 55200607700; 57204343482; 6603574466; 35277275100; 36570260800; 6602912733; 13403826100; 6701920852; 6603914023; 26537476400; 7202734478; 35277272500; 26537480900; 6506584789; 35519272900; 55581664700; 42461472700; 26537272000; 26537407200; 57192281545; 54934415100; 35276998300; 35277007000; 55530998400; 55325411400; 7004320952; 7006438371; 8610723500; 15831632900; 55789351500; 57109978600; 35277216300; 35277321400; 6603556969; 35314280300; 35277024500; 57193783591; 36570347600; 35276892200; 7003698549; 6602175826; 26537475000; 54882207700; 35227317200; 55616387600; 35277251000; 56351995500; 6604035244; 35276982500; 55977067400; 54420007100; 35227388700; 10538884100; 35227396800; 7102735817; 57109929400; 7401963995; 35277260300; 38561301900; 35277070400; 10539177100; 7003356984; 7103342973; 57194579215; 57203103146; 6506540646; 7003350653; 57191286104; 6506965652; 26537640100; 54420343500; 42761710700; 7004596292; 36570571700; 57109972800; 35313523100; 6603766794; 35276891200; 35519765300; 35237115400; 35277170500; 57050874100; 7004901299; 6602072426; 6603766182; 8967822900; 55615929700; 36570397100; 8520193800; 34971390100; 24171213600; 36508774200; 35276889200; 7006349168; 15755688600; 55058338000; 53881481600; 55933248000; 54933810600; 26537697600; 57208549566; 57206490424; 22980267700; 7003934811; 35277273700; 26537835900; 35277571200; 35277724800; 34971698700; 22980355000; 57199037365; 24537432800; 26537930400; 34971583500; 6603843140; 35277743300; 55320450900; 35277614800; 55325681700; 35277775500; 6701507654; 35277552500; 7201368610; 17435264600; 57194530798; 24171574700; 6603115734; 7003895532; 8625263300; 35074540700; 57207871225; 55324907500; 55322703300; 7003400123; 35173313600; 35227647200; 7003790579; 57196675732; 35277472200; 55617419000; 7103102658; 6602701353; 26537802400; 35277554400; 57202569487; 7003298761; 7006270332; 35277605900; 22835763200; 35277790600; 55541175200; 56517094200; 57196834655; 10540262700; 54420834300; 6701559987; 35277696100; 6602746572; 56251052400; 35277354100; 22968160100; 55420477000; 15081297500; 14619688700; 7404688111; 55579563800; 36570671900; 55406048600; 56277211800; 56681689700; 8791928400; 24171734900; 6506907314; 6506801221; 6701841939; 6504524062; 54934414500; 42462085200; 23489911100; 52364615100; 24295926900; 6602259553; 35277505500; 10539074900; 7003990268; 56608559700; 56460823700; 24171789800; 22981169700; 6507073930; 35277442900; 57191494666; 7003729333; 57109956000; 56228110000; 35277580900; 35277426600; 10539383000; 14630888000; 16194782000; 7005026084; 24537675200; 26537910900; 7003849290; 35227836100; 7101780338; 26538066800; 57202557642; 6601964305; 36925965300; 57202594297; 6603519319; 35277335600; 57209042614; 7006187675; 26537988900; 54934354400; 8791933500; 35277688300; 6604026337; 42462179600; 35277426300; 8625269200; 35305838300; 35277481600; 57202562872; 35277589700; 7006695376; 6603182709; 24528767900; 57200679086; 55325912400; 57105902000; 36926083700; 35277827000; 57193849483; 6602210876; 35277688200; 55933969700; 35277654300; 57194562120; 6602403761; 7401440112; 35277356600; 7003693874; 6602847903; 36626237700; 55735685500; 35562469300; 35277341200; 55106650100; 25959318500; 55117001100; 35315071900; 56088001700; 35228016900; 57203666027; 8878889400; 36811098000; 55445450200; 26538155300; 35277490700; 6603745834; 55523102506; 57208182312; 7003910539; 26538095200; 26538061500; 6603306785; 7202408136; 57189258510; 26538118000; 6603359461; 36348836400; 55854061800; 35277663800; 35752373700; 6603732965; 35277487100; 55851009900; 6701921864; 35277371000; 35277437500; 56447988400; 57206493080; 35277391400; 7003850707; 22981338100; 7004884955; 35227986100; 16246399800; 15832802800; 26640728100; 55617230500; 7007031937; 35277664500; 7004553087; 35277393000; 6601993460; 35277612500; 7102441743; 35277594200; 23983668400; 7005228874; 42462609800; 35277634500; 35277478200; 55081625400; 56283895300; 35277348200; 35987826200; 6602279271; 35277662100; 10540420700; 55262100500; 8316070900; 35277473400; 55579548700; 55616833400; 35277591200; 20434986500; 26538329500; 35277720900; 35277740300; 35277459400; 40762450700; 57202447684; 35277465000; 35277747600; 55324796900; 7201501152; 37035459700; 24468873000; 42462631500; 36571102500; 35228075800; 7401760993; 35277458700; 35277600400; 35277646300; 42462552900; 35277725800; 57191473117; 12776511600; 24538153400; 35277616900; 55578008000; 14057453900; 57202553760; 6506002641; 7005215113; 36849796800; 6603965367; 26538316300; 10040858300; 35277584400; 6603517182; 6603576415; 6602122321; 36571251200; 7406214167; 35331266000; 35277538300; 51162009500; 42462935100; 35277655600; 26636165300; 57195696188; 36571039600; 12809028600; 56275063400; 9276403700; 35228249200; 56013549500; 55325918000; 54936101600; 54421722900; 35277847900","Techniques for measuring aerosol attenuation using the Central Laser Facility at the Pierre Auger Observatory",2013,"Journal of Instrumentation",8,"4", P04009,,,,20,10.1088/1748-0221/8/04/P04009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877746419&partnerID=40&md5=58a46dbe359f95bc6d392f3030eae43d",Article,Final,,Scopus,2-s2.0-84877746419
"Chen, Z., Holst, B., Kirkwood, S.E., Sametoglu, V., Reid, M., Tsui, Y.Y., Recoules, V., Ng, A.","55638867000; 57195269105; 8645646300; 15832904500; 7402596375; 7006760588; 6506722041; 56839692600","Evolution of ac Conductivity in Nonequilibrium Warm Dense Gold",2013,"Physical Review Letters",110,"13", 135001,,,,55,10.1103/PhysRevLett.110.135001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875694505&partnerID=40&md5=8a7bc6ce43fbad9dea73acf2f0c1c405",Article,Final,,Scopus,2-s2.0-84875694505
"Popa, F., Isnard, O., Chicinaş, I., Pop, V.","16070208900; 56268374500; 8244368100; 7005309352","Thermal evolution of the Ni<inf>3</inf>Fe compound obtained by mechanical alloying as probed by differential scanning calorimetry",2013,"Journal of Alloys and Compounds",554,"",,39,44,,2,10.1016/j.jallcom.2012.11.164,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84873815109&partnerID=40&md5=1b8b3dfc81bc35463bf1809c96599666",Article,Final,,Scopus,2-s2.0-84873815109
"Olofsson, J., Benisty, M., Le Bouquin, J.-B., Berger, J.-P., Lacour, S., Ménard, F., Henning, T., Crida, A., Burtscher, L., Meeus, G., Ratzka, T., Pinte, C., Augereau, J.-C., Malbet, F., Lazareff, B., Traub, W.","24588049700; 22936767400; 6505512934; 35399330900; 7003286415; 57203235188; 35430328000; 13002981800; 31168179500; 6603581390; 55879683000; 17346836600; 6602675020; 7004011980; 6603575087; 7102435748","Sculpting the disk around T Chamaeleontis: An interferometric view",2013,"Astronomy and Astrophysics",552,"", A4,,,,37,10.1051/0004-6361/201220675,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84874898695&partnerID=40&md5=2beaaa35c70892701429a940bbf17e0b",Article,Final,Open Access,Scopus,2-s2.0-84874898695
"Rebouah, M., Machado, G., Chagnon, G., Favier, D.","55619858200; 36480245500; 6602763107; 7006512212","Anisotropic Mullins stress softening of a deformed silicone holey plate",2013,"Mechanics Research Communications",49,"",,36,43,,17,10.1016/j.mechrescom.2013.02.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84874829694&partnerID=40&md5=c7d7d7d52e1d8489a320ab5467cfba47",Article,Final,,Scopus,2-s2.0-84874829694
